object_name,period_start,period_end,possible_impacts,cumulative_impact_probability,asteroid_velocity,asteroid_magnitude,asteroid_diameter_km,cumulative_palermo_scale,maximum_palermo_scale,maximum_torino_scale,eccentricity,semi_major_axis,perihelion_distance,inclination_angle_with_respect_to_x_y_ecliptic_plane,longitude_of_the_ascending_node,argument_of_perihelion,mean_anomaly,time_of_perihelion_passage,sidereal_orbital_period,mean_motion,aphelion_distance
2013 FU13,2081,2098,3,3.2e-5,5.74,27.2,0.012,-5.88,-6.09,0,0.426,1.73,0.993,0.762,177,349,225,2460511.277,830,0.434,2.47
2012 XM16,2081,2107,2,2.1e-6,12.68,25.8,0.024,-6.16,-6.25,0,0.63,2.37,0.876,2.18,90.9,41.5,335,2460293.155,1330,0.27,3.86
2005 AU3,2081,2114,24,1.2e-5,14.4,26,0.021,-5.55,-6.18,0,0.473,1.25,0.657,3.77,105,267,44.9,2453318.196,508,0.709,1.83
2012 VS76,2081,2114,9,1.3e-5,11.48,26.9,0.014,-6,-6.27,0,0.386,0.991,0.608,0.806,242,285,280,2460280.272,360,0.999,1.37
2016 JA6,2081,2115,8,4e-6,11.34,26.4,0.018,-6.29,-6.47,0,0.276,1.09,0.787,16,222,269,237,2460342.462,414,0.869,1.39
2007 TC14,2082,2082,1,1.2e-7,25.55,22.1,0.13,-5.3,-5.3,0,0.807,2.09,0.403,4.64,225,269,344,2454435.858,1100,0.327,3.77
2016 FC1,2082,2088,4,3.4e-6,15.19,29.1,0.005,-7.47,-7.64,0,0.64,2.06,0.743,1.25,353,112,15.2,2457418.697,1080,0.333,3.38
2006 YE,2082,2089,2,1.6e-6,6.05,27.3,0.012,-7.24,-7.25,0,0.44,1.75,0.978,0.321,253,211,86.9,2459997.323,842,0.427,2.51
2016 TQ54,2082,2113,9,1.8e-6,9,27.2,0.012,-7.15,-7.64,0,0.289,0.943,0.67,1.37,7.72,244,297,2460258.697,334,1.08,1.22
2010 FN,2082,2114,5,2.3e-6,6.78,26.6,0.016,-6.71,-6.96,0,0.211,0.99,0.781,0.124,162,126,163,2460037.428,360,1,1.2
2011 FQ16,2082,2114,4,6.4e-7,7.99,27.7,0.01,-7.87,-8.02,0,0.53,2.13,1,1.43,187,335,7.1,2455627.162,1130,0.318,3.25
2012 WS3,2082,2115,31,7.3e-6,8.79,25.9,0.022,-5.91,-6.85,0,0.279,1.11,0.801,3.87,241,86.3,142,2460032.293,428,0.842,1.42
2011 BF40,2083,2083,1,1.9e-6,18.5,24.8,0.037,-5.58,-5.58,0,0.727,2.8,0.765,5.51,301,264,350,2455641.472,1710,0.21,4.84
2012 QV17,2083,2083,1,2.5e-8,10.87,25,0.033,-7.77,-7.77,0,0.642,2.8,1,11.3,151,189,124,2459610.507,1710,0.21,4.6
2008 EF32,2083,2083,1,6.5e-8,13.11,29.4,0.005,-9.39,-9.39,0,0.523,1.63,0.778,1.74,349,112,22.2,2454489.781,759,0.474,2.48
2014 HH196,2083,2109,2,3e-9,11.21,28.2,0.008,-10.21,-10.2,0,0.441,1.4,0.781,0.91,248,51.3,322,2456835.682,603,0.597,2.01
2012 DW60,2083,2115,14,4.1e-5,5.4,26.5,0.017,-5.45,-5.54,0,0.168,1.11,0.925,4.82,354,238,251,2460330.152,428,0.841,1.3
2016 WQ1,2084,2084,1,8.1e-8,7.67,27.9,0.009,-8.74,-8.74,0,0.468,1.81,0.961,0.235,230,161,300,2460349.387,886,0.406,2.65
2009 WZ53,2084,2094,3,8.3e-10,18.97,24.1,0.052,-8.58,-8.74,0,0.242,1.14,0.862,32.7,61.6,112,276,2455263.933,443,0.813,1.41
2016 TT,2084,2095,3,4.5e-7,11.59,26,0.021,-6.98,-6.99,0,0.507,1.8,0.889,4.75,184,130,331,2460271.463,883,0.408,2.71
2002 VU17,2084,2099,5,9.3e-6,13.69,24.8,0.038,-5.06,-5.49,0,0.616,2.47,0.949,1.5,55.7,309,11.1,2452554.588,1420,0.254,3.99
2008 EF85,2084,2110,3,1.6e-7,9.53,26.7,0.016,-7.96,-8,0,0.541,2.09,0.957,4.85,355,144,9.36,2454511.887,1100,0.327,3.21
2002 TY59,2084,2114,3,2.5e-5,8.22,25.4,0.028,-5.21,-5.45,0,0.233,1.02,0.781,6.61,9.74,259,206,2460360.834,375,0.959,1.26
2006 WZ184,2084,2114,27,1.1e-5,7.26,26.1,0.021,-5.85,-6.77,0,0.328,1.37,0.918,0.846,249,128,210,2460442.829,583,0.617,1.81
2008 GM2,2084,2114,35,2.3e-5,4.61,28.4,0.007,-6.69,-7.39,0,0.158,1.05,0.887,4.07,195,278,175,2460008.93,395,0.912,1.22
2009 XQ2,2084,2114,2,2.6e-10,26.18,24.1,0.051,-8.98,-9.21,0,0.566,1.17,0.508,6.76,271,282,315,2455235.949,462,0.779,1.83
2016 NK22,2084,2115,85,7e-4,6.88,28.9,0.005,-5.47,-5.67,0,0.353,1.5,0.969,2.71,111,213,313,2460287.974,669,0.538,2.03
2012 SU9,2084,2115,5,1.3e-6,10.88,27.2,0.012,-7.24,-7.33,0,0.36,0.93,0.595,0.494,323,264,181,2460363.361,327,1.1,1.26
2017 BK30,2085,2085,2,1.4e-7,9.95,27.2,0.012,-8.11,-8.26,0,0.631,2.62,0.966,1.19,141,24.2,197,2460903.254,1550,0.232,4.27
2015 XQ129,2085,2085,1,5.3e-10,15.3,24.4,0.044,-9.04,-9.04,0,0.691,2.43,0.751,1.41,112,235,15.4,2457302.312,1380,0.26,4.11
2008 XC1,2085,2088,2,1.2e-7,11.66,23.7,0.063,-6.42,-6.47,0,0.577,2.05,0.87,4.47,86.2,43.8,354,2460218.931,1080,0.335,3.24
2014 HB177,2085,2099,3,2.6e-6,6.08,28.3,0.007,-7.49,-7.57,0,0.195,1.11,0.897,3.48,45.1,252,291,2460283.431,430,0.838,1.33
2010 FD,2085,2104,2,1.4e-6,9.79,26,0.021,-6.57,-6.6,0,0.655,2.81,0.97,0.0344,111,75.5,274,2460610.066,1720,0.209,4.65
2008 YV32,2085,2107,9,4.3e-6,8.79,26.4,0.018,-6.32,-6.8,0,0.414,1.53,0.896,1.1,115,39.7,254,2460404.568,691,0.521,2.16
2015 VL64,2085,2109,7,2.8e-6,8.68,28.3,0.007,-7.46,-8.02,0,0.289,0.909,0.647,0.707,51.7,225,118,2460096.875,317,1.14,1.17
2010 RM80,2085,2115,21,1.1e-5,5.36,27.9,0.009,-6.84,-7.25,0,0.199,1.18,0.942,2.36,345,304,110,2460058.53,466,0.773,1.41
2016 XL23,2086,2086,1,8.2e-7,9.91,29.3,0.005,-8.34,-8.34,0,0.558,2.1,0.928,1.87,249,146,89.8,2459923.096,1110,0.324,3.27
2004 BN41,2086,2098,2,5.2e-7,7.58,25.8,0.024,-6.98,-7.07,0,0.516,2.05,0.993,0.398,332,145,3.5,2453022.063,1070,0.335,3.11
2014 UD57,2086,2108,4,7e-6,8.72,25.8,0.023,-5.81,-5.9,0,0.35,1.37,0.888,0.655,214,120,232,2460408.42,583,0.618,1.84
2016 EG28,2086,2108,3,2.1e-6,14.67,27.8,0.009,-7.17,-7.28,0,0.571,1.81,0.776,8.11,344,112,50.9,2460074.845,889,0.405,2.84
2016 TQ18,2086,2110,3,6.9e-6,9.59,26.3,0.018,-6.13,-6.16,0,0.601,2.5,0.997,3.6,7.06,339,278,2460528.323,1440,0.25,4
2009 TU,2086,2111,6,2.1e-5,15.15,27.4,0.011,-5.87,-6.32,0,0.558,1.73,0.762,1.56,199,107,72.1,2460034.672,828,0.435,2.69
2012 BW13,2086,2111,10,2e-6,11.69,27.2,0.012,-7.03,-7.41,0,0.541,1.89,0.866,1.1,310,224,159,2459781.929,948,0.38,2.91
2013 XS21,2086,2111,9,3.3e-6,7.52,29.4,0.004,-7.95,-8.26,0,0.494,1.91,0.968,3.08,80.4,341,251,2460493.549,967,0.372,2.86
2011 VG9,2086,2114,6,3.2e-7,24.79,22.2,0.121,-5.04,-5.44,0,0.774,2.28,0.515,1.26,236,65.7,21.1,2455815.822,1260,0.286,4.05
2012 BU1,2086,2114,20,1.1e-4,8.97,27.7,0.01,-5.56,-5.99,0,0.443,1.61,0.9,0.425,294,134,263,2460401.842,749,0.481,2.33
2002 UV36,2087,2087,1,9.7e-6,8.06,26.7,0.016,-6.09,-6.09,0,0.599,2.46,0.985,2.87,32.6,356,152,2459607.845,1410,0.256,3.93
2007 EZ25,2087,2087,1,7.9e-8,20.73,25.6,0.026,-7.27,-7.27,0,0.719,2.13,0.599,5.46,168,268,16.9,2454118.278,1130,0.317,3.66
2010 GM23,2087,2114,29,5.5e-5,13.44,24.7,0.04,-4.31,-4.94,0,0.443,1.32,0.734,4.36,205,81.1,321,2455354.821,552,0.652,1.9
2015 VN64,2088,2096,3,7.1e-7,15.86,27.5,0.01,-7.41,-7.58,0,0.592,1.84,0.753,3.64,223,108,19.6,2457285.819,913,0.394,2.93
2007 EV,2088,2109,5,5e-6,10.58,25,0.033,-5.59,-5.78,0,0.308,1.09,0.755,8.17,357,269,115,2460067.703,416,0.865,1.43
2010 NH,2089,2092,2,1.5e-6,10.29,25.7,0.025,-6.38,-6.43,0,0.541,2.09,0.959,7.51,280,326,145,2459757.099,1100,0.326,3.22
2010 CK19,2089,2107,4,8.7e-7,5.01,27.9,0.009,-7.83,-8.22,0,0.15,0.987,0.839,2.26,329,279,220,2460339.727,358,1.01,1.14
2014 KS76,2089,2107,2,9.6e-8,7.18,26.6,0.016,-8.13,-8.25,0,0.27,0.928,0.677,1.1,62.2,51.3,247,2460303.169,327,1.1,1.18
2016 WU,2089,2110,3,2.4e-6,7.05,27.3,0.012,-7.14,-7.15,0,0.175,1.04,0.855,8.41,54.7,273,235,2460334.574,385,0.934,1.22
2011 BU59,2089,2113,11,8.5e-6,11.34,26.2,0.02,-5.88,-6.05,0,0.394,1.26,0.76,3.5,117,279,48.9,2455521.688,514,0.7,1.75
2017 BD6,2090,2090,1,1e-9,9.28,28.6,0.007,-10.95,-11,0,0.584,2.3,0.956,5.04,126,335,331,2460301.454,1270,0.283,3.64
2016 JB29,2090,2090,1,2.3e-7,8.56,24.7,0.039,-6.78,-6.78,0,0.495,1.97,0.995,6.28,82.2,199,218,2460598.227,1010,0.356,2.95
2008 YC3,2090,2092,2,8.3e-9,6.24,25.4,0.029,-8.6,-8.66,0,0.0457,1.02,0.97,12,91.4,82.2,59.7,2460138.517,374,0.963,1.06
2015 CL13,2090,2106,4,9.4e-8,13.69,25.7,0.025,-7.49,-7.73,0,0.493,1.63,0.824,11.1,327,239,26.6,2460144.511,758,0.475,2.43
2015 UR67,2091,2091,1,4.9e-6,11.63,26.3,0.019,-6.12,-6.12,0,0.647,2.62,0.927,1.14,219,136,314,2460399.568,1550,0.232,4.32
2014 HO197,2091,2091,1,2.2e-10,14.63,26,0.021,-10.24,-10.2,0,0.49,2.3,1.17,3.86,226,21.6,350,2456809.348,1270,0.283,3.43
2008 DA4,2091,2100,2,4.2e-7,11.13,23.9,0.056,-6.09,-6.28,0,0.622,2.43,0.92,4.22,146,318,50.8,2460004.949,1390,0.26,3.95
2008 KT,2091,2107,4,2.9e-7,3,28.2,0.008,-8.55,-8.8,0,0.0848,1.01,0.925,1.98,241,102,286,2460277.322,371,0.969,1.1
2008 JL24,2091,2109,2,4.3e-7,2.7,29.6,0.004,-8.99,-9.05,0,0.107,1.04,0.928,0.551,226,282,251,2460317.658,386,0.932,1.15
2016 WY,2091,2114,11,9.7e-5,3.24,29.2,0.005,-6.49,-6.6,0,0.173,0.846,0.7,1.92,236,2.51,88.5,2460130.594,284,1.27,0.993
2016 JB18,2091,2116,14,8.1e-5,3.25,27.5,0.011,-5.72,-5.75,0,0.149,1.12,0.956,1.89,208,305,121,2460054.153,435,0.829,1.29
2006 CM10,2092,2092,1,2.4e-8,22.34,21.7,0.15,-5.94,-5.94,0,0.701,2.13,0.638,18.3,143,92.1,343,2453837.389,1140,0.316,3.63
2013 RZ53,2092,2103,8,1.3e-5,1.25,31.1,0.002,-8.32,-8.7,0,0.0283,1.02,0.988,2.11,343,64.7,230,2460335.868,374,0.962,1.05
2016 EP84,2092,2106,6,3.6e-5,2.33,27.4,0.011,-6.03,-6.08,0,0.173,1.19,0.984,0.819,287,196,315,2460260.073,474,0.759,1.4
2010 TW54,2092,2107,7,4.2e-6,7.77,27.6,0.01,-6.94,-7.43,0,0.234,1.04,0.799,3.85,196,86,114,2460077.146,389,0.925,1.29
2006 BF56,2092,2110,11,7.9e-6,26.18,29.6,0.004,-7.16,-7.59,0,0.799,2.34,0.47,0.961,125,103,315,2460365.049,1310,0.276,4.21
2015 XH55,2092,2110,5,1.4e-6,7.14,29.2,0.005,-8.22,-8.49,0,0.212,1.05,0.825,5.19,70.7,269,160,2460026.097,391,0.92,1.27
2015 XA378,2092,2115,19,5.3e-5,17.9,25.5,0.027,-4.61,-4.82,0,0.639,1.83,0.661,0.225,77.1,89.7,24.3,2460139.458,905,0.398,3
2016 GK2,2092,2116,8,4.6e-5,9.12,27.8,0.009,-5.95,-6.14,0,0.431,1.56,0.889,0.932,7.67,127,316,2460288.529,713,0.505,2.24
2011 DV10,2093,2093,1,9.3e-7,16.27,24.8,0.038,-5.97,-5.97,0,0.689,2.85,0.886,8.11,160,293,10.8,2455567.934,1760,0.205,4.81
2003 UQ25,2093,2093,2,2.2e-7,18.01,24.2,0.049,-6.27,-6.28,0,0.682,2.54,0.808,2.13,188,276,348,2452988.907,1480,0.244,4.27
2016 TM,2093,2100,2,3.9e-7,4.33,27.5,0.011,-8.04,-8.07,0,0.168,1.15,0.958,0.367,351,328,258,2460328.092,451,0.798,1.35
2008 CB6,2093,2107,2,9.6e-6,7.43,27.1,0.013,-6.38,-6.53,0,0.407,1.6,0.95,0.311,240,301,231,2460466.097,741,0.486,2.26
2015 EG7,2093,2110,3,3.2e-8,12.8,27.4,0.011,-8.8,-8.85,0,0.567,1.98,0.855,0.164,176,57.2,5.75,2460184.284,1010,0.355,3.1
2011 UC64,2093,2114,25,1.9e-5,14.05,27.9,0.009,-6.31,-6.78,0,0.463,1.07,0.576,3.93,211,288,203,2460377.21,405,0.889,1.57
2009 WQ25,2094,2094,1,9.2e-8,16.94,23.9,0.055,-6.57,-6.57,0,0.719,2.49,0.698,4.46,44.8,286,13.9,2455101.31,1430,0.251,4.28
2012 HE31,2094,2094,1,8.8e-8,10.6,25.7,0.024,-7.64,-7.64,0,0.393,1.38,0.84,0.532,10.9,275,328,2460252.773,594,0.606,1.93
2007 EN88,2094,2104,3,1e-6,12.16,26.4,0.017,-6.91,-7.06,0,0.588,2.18,0.898,8.9,354,135,10.6,2454141.089,1170,0.307,3.46
2013 AB65,2094,2113,8,6.7e-6,24.42,27.6,0.01,-6.35,-6.49,0,0.75,1.81,0.454,2.44,114,252,19.6,2456258.071,890,0.404,3.17
2001 SB170,2095,2095,1,1e-8,22.48,22.4,0.11,-6.66,-6.66,0,0.464,1.36,0.73,34.5,357,261,49.7,2452098.487,580,0.621,1.99
2013 UO5,2095,2095,1,1.3e-10,10.26,23.4,0.07,-9.38,-9.38,0,0.416,2.15,1.25,4.85,84.8,293,3.88,2456578.116,1150,0.313,3.04
2016 WN7,2095,2100,3,3.1e-6,6.16,27.9,0.009,-7.27,-7.3,0,0.183,0.881,0.72,8.28,240,35.6,212,2460324.46,302,1.19,1.04
2012 CL17,2095,2112,18,1.4e-6,21.54,25.7,0.024,-6.15,-6.75,0,0.704,1.86,0.549,4.39,321,81.2,20.1,2455916.921,923,0.39,3.16
2009 HC,2095,2113,5,3.6e-6,3.72,24.8,0.038,-5.81,-6.13,0,0.126,1.04,0.909,3.78,204,270,294,2460271.729,387,0.93,1.17
2010 RF12,2095,2115,52,0.065,5.1,28.4,0.007,-3.2,-3.2,0,0.188,1.06,0.861,0.882,164,267,265,2460305.829,399,0.902,1.26
2014 YN,2095,2115,22,6.1e-5,3.27,25.7,0.024,-5.06,-5.66,0,0.134,0.892,0.773,1.21,239,16,325,2460230.116,308,1.17,1.01
1997 TC25,2096,2096,1,3e-7,9.89,24.7,0.039,-6.66,-6.66,0,0.624,2.59,0.976,0.251,17.9,322,8.14,2450700.02,1530,0.236,4.21
2009 MU,2096,2096,1,6.8e-9,13.27,24.5,0.042,-8.11,-8.11,0,0.61,2.29,0.891,7.29,93.9,225,28.6,2460100.203,1260,0.285,3.68
2013 PS13,2096,2105,2,1.3e-6,17.26,27.3,0.012,-7.05,-7.1,0,0.582,1.48,0.617,0.901,140,271,195,2460501.267,655,0.549,2.34
2010 GV23,2096,2105,2,6.9e-8,5.42,27.6,0.01,-8.84,-9.02,0,0.203,0.93,0.741,3.62,198,234,99.9,2460109.676,327,1.1,1.12
2015 YM1,2096,2115,6,7.6e-6,6.81,28.4,0.007,-7.1,-7.19,0,0.205,1.04,0.828,5.24,86.3,270,168,2460019.168,388,0.928,1.25
2016 TG94,2096,2116,16,1.5e-5,8.74,29.7,0.004,-7.4,-7.77,0,0.446,1.7,0.941,1.21,199,140,60.2,2460065.435,808,0.445,2.46
2011 AK37,2097,2097,1,6e-6,11.87,25.2,0.031,-5.51,-5.51,0,0.661,2.83,0.961,3.62,119,322,237,2460795.977,1740,0.206,4.71
2016 FX13,2097,2097,1,2.2e-9,13.98,26.7,0.016,-9.6,-9.6,0,0.491,1.21,0.616,2.78,356,81.7,59.9,2457406.662,486,0.741,1.8
2015 KH160,2097,2107,2,1.8e-8,29.2,26.4,0.018,-8.24,-8.25,0,0.87,2.72,0.352,9.04,241,247,10.1,2457123.532,1640,0.22,5.09
2016 EL1,2097,2109,3,2.7e-7,19.79,27.8,0.009,-7.96,-8.29,0,0.658,1.79,0.612,4.01,165,87.2,32.8,2460120.767,874,0.412,2.97
2011 SE191,2098,2098,1,7.2e-9,14.57,25.1,0.033,-8.32,-8.32,0,0.653,2.58,0.895,10.3,5.4,310,9.58,2455795.217,1510,0.238,4.27
2014 MG68,2098,2098,1,2e-10,14.37,22.6,0.1,-8.7,-8.7,0,0.583,2.27,0.946,1.83,274,59.7,348,2456879.245,1250,0.289,3.59
2014 HD199,2098,2098,1,1.2e-10,17.01,24.5,0.042,-9.76,-9.76,0,0.385,1.59,0.98,6.73,234,270,37.9,2456700.127,734,0.49,2.21
2004 FH,2098,2107,4,5.1e-6,6.97,26.1,0.02,-6.26,-6.53,0,0.289,0.82,0.583,0.0548,258,68.9,351,2460207.597,271,1.33,1.06
2016 YC13,2098,2110,2,3.2e-10,13,26.7,0.015,-10.52,-10.8,0,0.47,1.47,0.776,4.79,276,103,29.5,2457696.375,648,0.556,2.15
2015 HE1,2098,2110,2,2.5e-7,14.6,27,0.013,-7.71,-7.89,0,0.492,1.42,0.723,3.47,212,79.3,310,2460287.25,620,0.58,2.12
2007 WP3,2098,2114,21,8.2e-6,13.03,23.5,0.067,-4.6,-4.99,0,0.447,1.49,0.822,10.7,229,116,292,2460325.395,662,0.544,2.15
2005 GV190,2099,2099,1,1.2e-10,9.25,18,0.87,-6.84,-6.84,0,0.162,2.4,2.01,0.779,343,95.7,58.8,2459978.333,1360,0.265,2.79
2013 VJ13,2099,2099,1,8.9e-10,16.09,23.8,0.06,-8.55,-8.54,0,0.582,1.86,0.778,10.2,37.6,292,336,2460262.911,928,0.388,2.95
2014 HM198,2099,2104,2,4.4e-10,9.54,27.4,0.011,-10.82,-11,0,0.268,1.06,0.773,8.25,26.9,79.8,81.2,2456687.108,396,0.908,1.34
2005 TA,2099,2114,14,1.8e-5,4.8,27.2,0.012,-6.29,-6.64,0,0.25,1.28,0.96,2.78,13.8,34.6,113,2460034.458,530,0.68,1.6
2010 GH7,2099,2115,38,1.1e-4,5.05,27.3,0.012,-5.53,-5.98,0,0.3,1.4,0.98,3.52,192,336,47.9,2460119.896,605,0.595,1.82
2017 BE30,2100,2100,1,1.1e-7,16.69,26.3,0.018,-7.69,-7.69,0,0.665,2.24,0.75,5.89,306,109,15.1,2457732.967,1230,0.294,3.73
2005 CC37,2100,2100,1,2.4e-8,8.45,22.7,0.099,-6.85,-6.85,0,0.563,2.21,0.967,6.14,113,346,242,2460593.058,1200,0.3,3.45
2004 OD4,2100,2100,1,6.8e-8,8.45,26.9,0.014,-8.43,-8.43,0,0.516,2.04,0.988,4.37,295,336,7.42,2453183.505,1070,0.338,3.1
2012 UL171,2100,2100,1,4.2e-10,3.79,27,0.013,-10.8,-10.8,0,0.143,1.06,0.909,3.17,22.3,92.1,294,2456299.495,400,0.901,1.21
2011 UM169,2100,2107,19,1.7e-5,13.95,25,0.033,-4.97,-5.25,0,0.525,1.7,0.806,6.26,211,115,22.6,2455812.779,808,0.445,2.59
2015 YC1,2100,2108,4,1.5e-6,8.16,26.1,0.021,-6.69,-6.98,0,0.256,1.08,0.807,6.66,266,268,249,2460328.087,412,0.873,1.36
2016 CH30,2100,2112,4,8.9e-6,5.46,28,0.009,-6.92,-6.97,0,0.178,0.933,0.766,0.485,346,270,56.1,2460149.249,329,1.09,1.1
2011 OB26,2100,2115,17,4.4e-5,11,25.6,0.026,-4.92,-5.13,0,0.478,1.66,0.865,1.76,139,235,336,2455824.233,780,0.462,2.45
2016 WR55,2100,2115,9,3.2e-6,14.12,28.3,0.007,-7.32,-7.62,0,0.534,1.62,0.756,5.04,66.6,68.9,337,2457765.365,754,0.477,2.49
2014 OM207,2101,2101,2,2.2e-4,8.2,29.1,0.005,-5.98,-5.98,0,0.584,2.43,1.01,2.25,123,169,3.25,2456855.025,1380,0.26,3.85
1991 VG,2101,2101,1,4.6e-5,1.02,28.4,0.007,-6.46,-6.46,0,0.0525,1.03,0.978,1.43,71.3,27,154,2460036.216,383,0.94,1.09
2012 UU68,2101,2101,1,8.3e-9,6.89,23.1,0.082,-7.55,-7.55,0,0.228,0.941,0.726,5.45,221,293,246,2460306.241,333,1.08,1.16
2007 WT3,2101,2101,1,8.6e-10,19.92,24.1,0.051,-8.64,-8.64,0,0.722,2.36,0.656,5.17,227,103,14.4,2454371.763,1320,0.272,4.06
2012 VZ19,2101,2101,2,4.5e-10,7.92,25.6,0.025,-10,-10.2,0,0.254,0.982,0.733,1.25,58,221,93.9,2456143.759,356,1.01,1.23
443104 (2013 XK22),2101,2102,2,1.9e-5,6.9,24.2,0.05,-4.69,-4.69,0,0.203,1.05,0.833,6.99,268,266,335,2460228.156,390,0.922,1.26
2007 EH26,2101,2103,2,2.7e-8,20.19,24.2,0.049,-7.2,-7.2,0,0.668,1.89,0.629,5.62,356,269,340,2454225.553,952,0.378,3.16
2005 UC3,2101,2109,2,3.1e-7,7.81,27.1,0.013,-7.9,-8.03,0,0.545,2.18,0.991,0.252,27,330,9.88,2453639.267,1170,0.307,3.37
2002 XV90,2101,2114,4,1.7e-8,7.61,25.2,0.031,-8.28,-8.54,0,0.377,1.58,0.985,9.97,79.2,356,7.39,2452616.587,726,0.496,2.18
2016 FW3,2102,2102,2,3.5e-7,8.79,25.5,0.027,-7.02,-7.28,0,0.203,1.06,0.843,11.4,180,93.8,246,2460326.541,397,0.906,1.27
2015 JC1,2102,2102,1,7.7e-8,15.25,27.1,0.013,-8.26,-8.26,0,0.519,1.39,0.671,6.38,232,267,58.8,2460102.302,601,0.599,2.12
2016 WF7,2102,2113,4,2.3e-6,6.52,28.7,0.006,-7.88,-7.91,0,0.238,0.874,0.666,0.647,76.7,208,235,2460304.202,298,1.21,1.08
2009 RR,2102,2114,20,1.3e-5,12.95,25.6,0.026,-5.38,-6.12,0,0.464,1.4,0.75,6.07,174,257,327,2455143.582,605,0.595,2.05
2015 TG24,2102,2115,15,8.5e-6,9.84,26.7,0.016,-6.21,-6.77,0,0.443,0.746,0.415,3.99,21.9,151,336,2460216.097,236,1.53,1.08
2016 SU2,2102,2115,12,4.9e-6,12.73,27.7,0.01,-6.85,-7.23,0,0.42,0.897,0.52,4.76,183,50.1,155,2460067.081,310,1.16,1.27
2006 WK130,2103,2103,1,2e-9,20.74,22.4,0.11,-7.41,-7.41,0,0.682,2.11,0.67,13.8,72.2,277,17.8,2454019.164,1120,0.322,3.55
2014 OO6,2103,2103,1,4e-10,17.82,23.3,0.075,-8.63,-8.63,0,0.679,2.2,0.708,1.38,112,287,265,2460514.75,1190,0.302,3.7
2015 VK1,2103,2109,2,4e-7,14.73,26.5,0.017,-7.27,-7.5,0,0.427,0.978,0.561,12,38.1,242,119,2460083.983,353,1.02,1.39
2013 TV132,2103,2111,4,2.3e-6,9.16,26.5,0.017,-6.74,-7.07,0,0.557,2.19,0.97,1.79,192,153,29.7,2460102.703,1180,0.304,3.41
2006 UU17,2103,2111,5,1.5e-6,9.8,26.4,0.018,-6.8,-7.12,0,0.584,2.34,0.971,2.89,209,151,6.4,2454007.33,1300,0.276,3.7
2014 CR13,2103,2113,16,9.9e-5,12.29,25.7,0.024,-4.61,-4.69,0,0.461,1.48,0.8,7.46,142,293,133,2459956.063,661,0.545,2.17
2016 CY135,2103,2114,5,1.6e-6,6.74,24.4,0.044,-5.93,-6.14,0,0.354,1.48,0.953,1.1,173,26.6,53.4,2460103.474,654,0.55,2
2010 CS19,2104,2104,4,4.8e-5,6.82,28,0.009,-6.16,-6.18,0,0.44,1.74,0.973,4.18,144,341,338,2460250.617,838,0.43,2.5
2014 WE6,2104,2109,5,5.2e-5,4.42,30.3,0.003,-7.3,-7.57,0,0.136,0.969,0.837,0.339,52.6,252,184,2460370.77,348,1.03,1.1
2007 YS56,2104,2113,3,6.1e-6,9.14,25.8,0.023,-5.99,-6.25,0,0.284,0.943,0.675,6.24,274,63.7,146,2460065.278,334,1.08,1.21
2011 UD21,2105,2105,1,9.3e-6,1.29,28.5,0.007,-7.21,-7.21,0,0.0304,0.979,0.949,1.06,22.3,210,256,2460302.701,354,1.02,1.01
2016 BE,2105,2105,1,1.7e-9,9.1,23.6,0.066,-8.41,-8.41,0,0.468,1.82,0.967,9.68,315,199,29.4,2460127.355,897,0.401,2.67
2009 SD15,2105,2105,1,1.3e-10,13.88,26.9,0.014,-10.98,-11,0,0.625,2.34,0.876,2.89,357,303,11.6,2455052.528,1310,0.276,3.8
2016 AB166,2106,2106,1,6.4e-8,21.63,24.4,0.044,-6.9,-6.9,0,0.64,1.52,0.548,16.4,112,261,60.7,2460085.21,684,0.527,2.49
2004 GE2,2106,2109,2,4.9e-8,20.57,21.4,0.18,-5.57,-5.65,0,0.707,2.05,0.6,2.16,45.1,260,341,2453167.18,1070,0.337,3.49
2003 XK,2106,2110,2,2e-8,18.04,25.4,0.029,-7.95,-7.95,0,0.717,2.35,0.664,2.33,247,104,12.6,2452930.408,1310,0.274,4.03
2006 JE,2106,2112,4,2.2e-6,26.36,23.8,0.058,-4.96,-5,0,0.756,1.78,0.434,15,43.4,286,340,2453904.807,864,0.417,3.12
2006 BM8,2106,2115,10,2.6e-6,14.81,25.4,0.028,-5.96,-6.43,0,0.53,1.54,0.724,5.2,122,282,101,2460003.88,700,0.514,2.36
2015 DA54,2107,2107,1,5.5e-8,23.13,20.8,0.23,-5.2,-5.2,0,0.783,2.6,0.564,8.24,147,246,28.4,2460079.642,1530,0.235,4.64
2001 UD5,2107,2107,1,1.5e-8,16.73,22.4,0.11,-6.66,-6.66,0,0.666,2.28,0.761,2.53,19,290,17.9,2452146.025,1260,0.286,3.8
2016 UR36,2107,2107,2,5.1e-8,17.96,27.5,0.011,-8.59,-8.74,0,0.667,2.05,0.683,0.454,19.1,97,106,2459883.007,1070,0.335,3.42
2012 EZ1,2107,2107,2,9.4e-8,13.54,28.8,0.006,-9.07,-9.3,0,0.596,2.01,0.811,0.502,154,308,14.4,2455947.976,1040,0.347,3.2
2013 BR15,2107,2110,2,1.3e-8,14.11,25.1,0.032,-8.13,-8.18,0,0.52,1.55,0.746,1.95,103,285,32.4,2456244.868,707,0.509,2.36
